compound_name,cas_number,smiles,primary_category,secondary_category,tertiary_category,primary_action,biological_description,Mol Weight
Torcetrapib,[262352-17-0],CC[C@H]2N(C(OCC)=O)C1=CC=C(C(F)(F)F)C=C1[C@@H](N(CC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C(OC)=O)C2,Enzymes,Transferases,Other Transferases,Inhibitor of cholesteryl ester transfer protein (CETP),Inhibitor of cholesteryl ester transfer protein (CETP). Also impairs endothelial function in vivo; induces hypertension and inhibits acetylcholine-induced vasodilation in rabbit central ear artery.,600.47
Torin 2,[1223001-51-1],O=C(C=C3)N(C5=CC=CC(C(F)(F)F)=C5)C2=C3C=NC1=CC=C(C4=CC=C(N)N=C4)C=C12,Enzymes,Kinases,mTOR,Potent and selective mTOR inhibitor,Potent and selective mTOR inhibitor (IC50 = 2.1 nM). Displays 800-fold cellular selectivity for mTOR over PI3K (cellular EC50 values are 0.25 and 200 nM for mTOR and PI3K respectively). Activates autophagy. Orally available.,432.4
TP 003,[628690-75-5],FC1=C(C(C)(O)C)C=CN2C1=NC=C2C3=CC=C(F)C(C4=CC=C(F)C=C4C#N)=C3,Ion Channels,Ligand-gated Ion Channels,GABAA and A-rho Receptors,GABAA partial agonist; acts at benzodiazepine site,GABAA receptor partial agonist that demonstrates affinity for the benzodiazepine site. Potentiates GABAA alpha3 response with high efficacy. Produces anxiolytic-like effects in rodent elevated plus maze via action at GABAA alpha2 subtype receptors. Also evokes GABAA alpha1 mediated sedation and GABAA alpha3 mediated muscle relaxation in mice.,407.39
TPCA-1,[507475-17-4],NC(=O)NC1=C(C=C(S1)C1=CC=C(F)C=C1)C(N)=O,Enzymes,Kinases,IkB Kinase,"Potent, selective inhibitor of IKKbeta","Potent, selective inhibitor of IkappaB kinase (IKK) beta (IC50 = 17.9 nM) that displays > 22-fold selectivity over IKKalpha and > 550-fold selectivity over other kinases and enzymes. Inhibits production of pro-inflammatory cytokines in vitro and in vivo and inhibits NF-kappaB nuclear localization. Reduces the severity and onset of collagen-induced arthritis; anti-inflammatory.",279.29
TRAM 39,[197525-99-8],ClC(C=CC=C3)=C3C(C2=CC=CC=C2)(C#N)C1=CC=CC=C1,Ion Channels,Potassium Channels,Ca2+-Activated Potassium Channels,Potent KCa3.1 blocker,Potent intermediate conductance Ca2+-activated K+ channel (KCa3.1) blocker (Kd = 60 nM). Has no effect on cytochrome p450 activity. Inhibits I-EBIO-stimulated increases in rat artery membrane potential ex vivo. Also diminishes LPS-induced cryptidin (mammalian alpha-defensin) release from paneth cells in vitro.,303.78
Tranilast,[53902-12-8],COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,Other Pharmacology,Miscellaneous Compounds,,Antiallergic; inhibits inflammatory mediator release from mast cells,"Antiallergic via inhibition of chemical mediator release from mast cells. Shown to be an effective inhibitor of angiogenesis. Demonstrated to antagonize the effects of angiotensin II on human arteries, possibly by an interaction at the level of the AT1 receptor. Inhibits TRPV2-mediated responses; binds to Abeta40 monomers and increases Abeta40 fibrillation.",327.34
Tranylcypromine hydrochloride,[1986-47-6],N[C@H]1[C@H]([C@]2=CC=CC=C2)C1.Cl,Enzymes,Demethylases,Histone Demethylases,Irreversible inhibitor of LSD1; also inhibits MAO,"Irreversible inhibitor of lysine-specific demethylase 1 (LSD1/BHC110) and monoamine oxidase (MAO). Inhibits histone demethylation. In combination with CHIR 99021 (Cat. No. 4423), enables reprogramming of mouse embryonic fibroblasts transduced by only two factors, Oct4 and Klf4, into induced pluripotent stem (iPS) cells.",169.65
Trap 101,[1216621-00-9],Cl.CCN1C(=O)N(C2=CC=CC=C12)C1=C(CO)CN(CC2CCCCCCC2)CC1,7-TM Receptors,Opioid Receptors,NOP Receptors,Potent and selective NOP antagonist; active in vivo,"Potent and selective nociceptin/orphanin FQ (NOP) receptor antagonist (pA2 = 7.75). Displays selectivity for NOP receptors over classical opioid receptors (pKi values are 8.65, 6.60, 6.14 and < 5 for NOP, mu-, kappa-, and delta-opioid receptors respectively). Attenuates motor deficits in a rat model of Parkinson's Disease. Active in vivo.",434.02
Trequinsin hydrochloride,[78416-81-6],Cl.COC1=C(OC)C=C2C(CCN3C(=O)N(C)C(\C=C23)=N\C2=C(C)C=C(C)C=C2C)=C1,Enzymes,Phosphodiesterases,,Highly potent PDE3 inhibitor,"Highly potent inhibitor of cGMP-inhibited phosphodiesterase (PDE3; IC50 = 250 pM). Potently inhibits arachidonic acid-induced aggregation of human platelets (IC50 = 50 pM). Orally active antihypertensive agent; reduces systemic blood pressure in both normotensive and hypertensive animal models. Also activates CatSper channels, increases intracellular Ca2+ and cGMP levels, and decreases potassium channel activity in sperm.",441.95
Trifluorothymidine,[70-00-8],O=C1C(C(F)(F)F)=CN(C2O[C@H](CO)[C@@H](O)C2)C(N1)=O,Enzymes,Synthases/Synthetases,Thymidylate Synthetase,Thymidylate synthetase inhibitor,Nucleoside analog; inhibitor of thymidylate synthase. Incorporation of the triphosphate form into DNA induces DNA fragmentation. Exhibits antitumor activity.,296.2
Triptolide,[38748-32-2],O=C1C2=C([C@@](C[C@H]5[C@]4(O5)[C@](O6)3[C@@H]6[C@H]7[C@](C(C)C)(O7)[C@H]4O)([H])[C@]3(C)CC2)CO1,Enzymes,Polymerases,RNA/DNA Polymerase,"Inhibits RNAPII-mediated transcription; antitumor, anti-inflammatory and immunosuppressive",Inhibits DNA-dependent ATPase activity of XBP and induces inhibition of RNA polymerase II (RNAPII)-mediated transcription (IC50 = 200 nM). Selective for RNAPII over RNAPI and RNAPIII. Blocks RNA synthesis in HeLa cells (IC50 = 62 nM); exhibits potent antiproliferative activity in 60 cancer cell lines (average IC50 = 12 nM) and induces apoptosis by blocking TNF-alpha-mediated c-IAP1 and c-IAP2 induction. Also displays immunosuppressive and anti-inflammatory activity.,360.4
Troglitazone,[97322-87-7],CC1=C2C(CCC(COC3=CC=C(CC4C(NC(S4)=O)=O)C=C3)(C)O2)=C(C)C(O)=C1C,Nuclear Receptors,PPARs,PPARgamma Receptors,Selective PPARgamma agonist; antidiabetic agent,"Selective PPARgamma receptor agonist (EC50 values are 780 and 555 nM at murine and human PPARgamma receptors respectively). Displays no activity at PPARalpha or PPARdelta receptors. Antidiabetic agent; exerts potent glucose-lowering effects in insulin-resistant diabetic mice. Displays anti-invasive effect on human breast cancer cells; reduces migration, adhesion and spreading on fibronectin-coated plates. Also inhibits cell growth of hematopoietic cell lines. Inhibits lamellipodia formation and actin polymerization.",441.54
Tropicamide,[1508-75-4],CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,7-TM Receptors,Acetylcholine Muscarinic Receptors,M4 Receptors,Selective M4 antagonist,M4 selective muscarinic receptor antagonist.,284.36
Trovafloxacin mesylate,[147059-75-4],O=C2C1=CC(F)=C(N4C[C@@]([C@H]5N)([H])[C@@]5([H])C4)N=C1N(C3=C(F)C=C(F)C=C3)C=C2C(O)=O.CS(=O)(O)=O,Cell Metabolism,"DNA, RNA and Protein Synthesis",,Antibiotic; inhibits bacterial DNA synthesis,Fluoroquinolone antibiotic. Inhibits bacterial DNA topoisomerase IV and DNA gyrase and forms a stable quinolone-DNA complex with these enzymes which reversibly inhibits DNA synthesis. Displays potent activity against gram-positive and gram-negative bacteria. Increases the production of mitochondrial NO in immortalized hepatocytes; also increases mitochondrial Ca2+. Inhibits Panx-1 (IC50 ~ 4muM).,512.46
TTP 22,[329907-28-0],CC(C=C3)=CC=C3C1=CSC2=C1C(SCCC(O)=O)=NC=N2,Enzymes,Kinases,Casein Kinase 2,"High affinity, selective CK2 inhibitor","High affinity, ATP-competitive casein kinase 2 (CK2) inhibitor (IC50 = 0.1 muM, Ki = 40 nM). Displays selectivity for CK2 over JNK3, ROCK1 and MET (no inhibitory effects at 10 muM).",330.42
TUG 891,[1374516-07-0],FC1=CC(COC2=CC=C(CCC(O)=O)C=C2)=C(C3=CC=C(C)C=C3)C=C1,7-TM Receptors,Free Fatty Acid Receptors,,Potent and selective FFA4 (GPR120) agonist,Potent FFA4 (GPR120) agonist (pEC50 values are 7.36 and 7.77 for human and mouse GPR120 respectively). Selective for GPR120 over free fatty acid receptors (pEC50 = 4.19 for FFA1; displays no activity at FFA2 or FFA3). Cell permeable.,364.41
TWS 119,[1507095-58-0],FC(F)(F)C(O)=O.OC1=CC=CC(OC2=C3C(NC(C4=CC=CC(N)=C4)=C3)=NC=N2)=C1.FC(F)(F)C(O)=O,Enzymes,Kinases,Glycogen Synthase Kinase 3,GSK-3beta inhibitor; induces neuronal differentiation in ESCs,Inhibitor of glycogen synthase kinase-3beta (IC50 = 30 nM). Induces neuronal differentiation in pluripotent murine embryonal carcinoma cells and embryonic stem cells (ESCs).,546.38
TY 52156,[934369-14-9],ClC1=CC=C(/N=C(NNC2=CC=C(Cl)C=C2)/C(C(C)(C)C)=O)C=C1,7-TM Receptors,Sphingosine-1-phosphate Receptors,,S1P3 receptor antagonist,S1P3 receptor antagonist (Ki = 110 nM); inhibits S1P-induced Ca2+ release in HUVEC cells. Suppresses FTY-720-induced S1P3 receptor-mediated bradycardia in vivo. Also inhibits S1P-induced breast cancer stem cell expansion in vitro. Orally bioavailable.,364.27
U 104,[178606-66-1],FC1=CC=C(NC(NC2=CC=C(S(=O)(N)=O)C=C2)=O)C=C1,Enzymes,Lyases,Carbonic anhydrases,Potent carbonic anhydrase (CA) IX and XII inhibitor,"Potent carbonic anhydrase (CA) inhibitor (Ki values are 4.5, 45.1, 5080 and 9640 nM for CA XII, CA IX, CA I and CA II respectively in MDA-MB-231 cells). Inhibits tumor metastasis in the rat 4T1 metastasis model.",309.32
UAMC 00039 dihydrochloride,[697797-51-6],O=C([C@@H](N)CCNCC2=CC=C(Cl)C=C2)N1CCCCC1.Cl.Cl,Enzymes,Proteases,Other Proteases,Dipeptidyl peptidase II (DPP-II) inhibitor,"Potent inhibitor of dipeptidyl peptidase II (DPP-II) (IC50 = 0.48 nM). Exhibits selectivity for DPP-II against DPP-9, DPP-8 and DPP-IV (IC50 values are 78.6, 142 and 165 muM, respectively). Orally available.",382.76
UBP 302,[745055-91-8],O=C(C=CN(C[C@H](N)C(O)=O)C2=O)N2CC1=CC=CC=C1C(O)=O,Ion Channels,Ligand-gated Ion Channels,Glutamate (Ionotropic) Receptors,Potent and selective kainate antagonist; active enantiomer of UBP 296 (Cat. No. 2078),"Potent and selective GluK1 (formally GluR5)-subunit containing kainate receptor antagonist (apparent KD = 402 nM); active enantiomer of UBP 296 (Cat. No. 2078). Displays ~ 260-fold selectivity over AMPA receptors, ~ 90-fold selectivity over recombinant human GluK2 (formally GluR6) and GluK5 (formally KA2)-containing kainate receptors and has little or no action at NMDA or group I mGlu receptors. Selectively blocks kainate receptor-mediated LTP induction in rat hippocampal mossy fibers. Also protects against soman-induced seizures and neuronal degeneration for up to 30 days when administered one hour after soman exposure.",333.3
UBP 310,[902464-46-4],CC1=CN(C[C@@H](C(O)=O)N)C(N(CC2=C(C(O)=O)SC=C2)C1=O)=O,Ion Channels,Ligand-gated Ion Channels,Glutamate (Ionotropic) Receptors,GluK1-selective kainate antagonist,"GluK1 (formerly GLUK5) kainate receptor antagonist (IC50 = 130 nM); also blocks recombinant homomeric GluK3 (forrmerly GLUK7) receptors. Displays 12,700-fold selectivity for GluK1 (formerly GLUK5) over GluK2 (formerly GLUK6). Exhibits no activity at mGlu group I or NMDA receptors at concentrations of up to 10 muM. Apparent KD value is 18 +/- 4 nM for depression of kainate responses on the dorsal root. Please refer to IUPHAR Guide to Pharmacology for the most recent naming conventions.",353.35
UC 112,[383392-66-3],OC1=C3C(C=CC=N3)=C(COCC4=CC=CC=C4)C=C1CN2CCCC2,Regulated Cell Death,Apoptosis,Inhibitor of Apoptosis (IAP),IAP and XIAP inhibitor; antitumor,IAP inhibitor (IC50 values from 0.7 - 3.4 muM); inhibits cell growth in multiple cancer cell lines and in a melanoma xenograft model in vivo. Also suppresses X-linked inhibitor of apoptosis protein (XIAP) and survivin levels. Inhibits the growth of P-glycoproteins and activates caspase-3/7 and caspase-9.,348.44
UCL 2077,[918311-87-2],C(NC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CN=CC=C1,Ion Channels,Potassium Channels,Ca2+-Activated Potassium Channels,Slow afterhyperpolarization (sAHP) channel blocker; sub-type selective Kv channel effects,"Slow afterhyperpolarization (sAHP) channel blocker; reduces sAHP in hippocampal slice preparations. Displays no effect on Ca2+ currents or the time course of sAHP/sIAHP. Exhibits potent inhibition of KCNQ1 and KCNQ2, but differential effects at other KCNQs. Rescues memory retrieval in dopamine beta-hydroxylase knockout mice.",350.46
UF 010,[537672-41-6],BrC1=CC=C(C(NNCCCC)=O)C=C1,Enzymes,Histone Deacetylases,Class I HDACs,Class I HDAC inhibitor,"Class I HDAC inhibitor (IC50 values are 0.06, 0.1, 0.5 and 1.5 muM for HDACs 3, 2, 1 and 8, respectively). Exhibits >6-fold selectivity over other HDACs. Induces accumulation of acetylated histones in HCT116 cells in vitro. Inhibits proliferation of a range of cancer cell lines. Arrests cells at G1/S transition.",271.15
"UK 14,304",[59803-98-4],BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,7-TM Receptors,Adrenergic Receptors,Adrenergic Alpha-2 Receptors,alpha2 agonist,Full alpha2 adrenergic agonist. Centrally active following systemic administration in vivo. Available as part of the alpha2-Adrenoceptor Tocriset™ and Mixed Adrenergic Tocriset™. Water-soluble Salt also available.,292.14
UK 356618,[230961-08-7],CC1=C(C2=CC=CC=C2)C=CC(CCC[C@H](CC(NO)=O)C(N[C@H]([C@@](N[C@H](C)C3=CC=CC=C3)=O)C(C)(C)C)=O)=C1,Enzymes,Proteases,Matrix Metalloprotease,Potent and selective MMP-3 inhibitor,"Potent and selective inhibitor of MMP-3 (IC50 = 5.9 nM). Displays selectivity over a range of MMPs (IC50 values are 73, 840, 1790, 1900 and 51000 for MMP-13, MMP-9, MMP-2, MMP-14 and MMP-1 respectively).",557.72
UK 383367,[348622-88-8],ONC(C[C@H](C2=NC(C(N)=O)=NO2)CCCC1CCCCC1)=O,Enzymes,Proteases,Matrix Metalloprotease,Potent and selective BMP-1 (PCP) inhibitor,"Potent and selective inhibitor of BMP-1 (procollagen C-proteinase; PCP) (IC50 = 44 nM). Selective for BMP-1 over MMPs 1, 2, 3, 9 and 14 (IC50 values are >10,000 nM for listed MMPs).",324.38
UK 5099,[56396-35-1],O=C(/C(C#N)=C/C2=CN(C3=CC=CC=C3)C1=CC=CC=C12)O,Transporters,Ion Pumps/Transporters,Monocarboxylate Transporters,MCT inhibitor; also inhibits of pyruvate transport,Inhibitor of plasma membrane monocarboxylate transporters (MCTs) and the mitochondrial pyruvate carrier (MPC).,288.3
UNC 0224,[1197196-48-7],CN(CC4)CCC4NC1=C2C(C=C(OCCCN(C)C)C(OC)=C2)=NC(N3CCCN(C)CC3)=N1,Enzymes,Transferases,Lysine Methyltransferases,Potent G9a and GLP inhibitor,"Potent G9a and GLP inhibitor (IC50 values are 15 and 20 nM in a ThioGlo assay, respectively). Exhibits >1000-fold selectivity for G9a over SET7, SET8 and SET9.",485.67
UNC 0638,[1255580-76-7],CC(C)N(CC5)CCC5NC1=C2C(C=C(OCCCN4CCCC4)C(OC)=C2)=NC(C3CCCCC3)=N1,Enzymes,Transferases,Lysine Methyltransferases,Selective G9a and GLP inhibitor,"Selective inhibitor of G9a and GLP histone lysine methyltransferases (IC50 values are < 15 nM and 19 nM for G9a and GLP respectively, and > 10000 nM for a range of other histone methyltransferases). Potently inhibits dimethylation of H3K9 in MCF-7 cells (IC50 = 70 nM). Cell permeable.",509.73
UNC 0642,[1481677-78-4],CC(C)N(CC4)CCC4NC1=C2C(C=C(OCCCN3CCCC3)C(OC)=C2)=NC(N5CCC(F)(F)CC5)=N1,Enzymes,Transferases,Lysine Methyltransferases,Potent and selective G9a and GLP inhibitor,"Potent and selective G9a and GLP histone lysine methyltransferase inhibitor (IC50 < 2.5 nM). Exhibits >2,000-fold selectivity for G9a and GLP over PRC2-EZH2 and >20,000-fold selectivity over other methyltransferases. Reduces H3K9 dimethylation levels in MDA-MB-231 cells (IC50 = 110 nM). Displays modest brain penetration in vivo.",546.7
UNC 0646,[1320288-17-2],CC(C)N(CC6)CCCN6C1=NC(NC3CCN(C5CCCCC5)CC3)=C2C(C=C(OCCCN4CCCCC4)C(OC)=C2)=N1,Enzymes,Transferases,Lysine Methyltransferases,Potent and selective G9a and GLP inhibitor,"Potent and selective inhibitor of the homologous protein lysine methyltransferases, G9a and GLP (IC50 values are 6 nM and 15 nM for G9a and GLP, respectively). Potently blocks G9a/GLP methyltransferase activity in cells (IC50 = 10 nM in MCF7 cells); exhibits low cellular toxicity (EC50 = 4.7 muM in MCF7 cells). Selective for G9a/GLP over a range of other protein lysine methyltransferases and protein arginine methyltransferases.",621.9
UNC 1999,[1431612-23-5],CC(C)N1CCN(C2=NC=C(C3=CC(N(C(C)C)N=C4)=C4C(C(NCC5=C(CCC)C=C(C)NC5=O)=O)=C3)C=C2)CC1,Enzymes,Transferases,Lysine Methyltransferases,Potent and selective EZH2/EZH1 inhibitor,"Potent and SAM-competitive EZH2/EZH1 lysine methyltransferase inhibitor (IC50 values are 10 and 45 nM, respectively). Selective for EZH2/EZH1 over a panel of other methyltransferases and non-epigenetic targets. Reduces H3K27me3 levels in vitro. Prolongs survival of MLL-AF9 bearing mice. Orally bioavailable. Negative Control also available.",569.74
UNC 2327,[1426152-53-5],O=C(NCC(N3CCCCC3)=O)NC1=CC=C(N=NS2)C2=C1,Enzymes,Transferases,Protein Arginine Methyltransferases,Allosteric inhibitor of PRMT3,Allosteric inhibitor of protein arginine methyltransferase 3 (PRMT3) (IC50 = 230 nM). Noncompetitive with both the peptide substrate and cofactor.,319.38
UNC 3230,[1031602-63-7],O=C(N)C1=C(NC(C2CCCCC2)=O)SC(NC3=CC=CC=C3)=N1,Enzymes,Kinases,Other Kinases,Potent and selective PIP5K1C inhibitor; antinociceptive,"Potent and selective PIP5K1C inhibitor (IC50 = 41 nM). Exhibits selectivity for PIP5K1C over PIP5K1A, the PI 3-kinase family and a panel of other kinases. Reduces PIP2 levels and LPA-induced calcium signaling in dorsal root ganglia (DRG) neurons in vitro. Reduces nociception in mouse models of chronic pain.",344.43
UNC 926 hydrochloride,[1782573-49-2],BrC1=CC=CC(C(N2CCC(N3CCCC3)CC2)=O)=C1.Cl,Epigenetics,MBT Domains,,L3MBTL1 domain inhibitor,Methyl-lysine (Kme) reader domain inhibitor; binds to the MBT domain of the L3MBTL1 protein (Kd = 3.9 muM). Selectively inhibits the L3MBTL13XMBT-H4K20me1 interaction in a peptide pull down assay.,373.72
UPF 1069,[1048371-03-4],O=C2NC=CC1=C(OCC(C3=CC=CC=C3)=O)C=CC=C12,Enzymes,Polymerases,Poly(ADP-ribose) Polymerase,PARP-2 inhibitor,Selective poly(ADP-ribose) polymerase (PARP) 2 inhibitor (IC50 values are 0.3 and 8.0 muM for PARP-2 and PARP-1 respectively).,279.29
URB 597,[546141-08-6],NC(C1=CC(C2=CC=CC(OC(NC3CCCCC3)=O)=C2)=CC=C1)=O,Enzymes,Hydrolases,Fatty Acid Amide Hydrolase (FAAH),Potent and selective FAAH inhibitor,"Potent and selective fatty acid amide hydrolase (FAAH) inhibitor (IC50 values are 3 and 5 nM in human liver and rat brain, respectively). Exhibits no significant inhibitory activity against a variety of receptors, ion channels and enzymes, including human cannabinoid receptors and rat monoacylglycerol lipase. Displays antiallodynic and antihyperalgesic activity in an inflammatory pain model.",338.4
Valdecoxib,[181695-72-7],CC1=C(C3=CC=C(S(=O)(N)=O)C=C3)C(C2=CC=CC=C2)=NO1,Enzymes,Oxygenases/Oxidases,Cyclooxygenase,Selective and potent COX-2 inhibitor,Selective and potent COX-2 inhibitor (in vitro IC50 values are 0.005 and 140 muM for human recombinant COX-2 and COX-1 respectively). Displays potent anti-inflammatory activity in vivo.,314.36
"Valproic acid, sodium salt",[1069-66-5],[Na+].CCCC(CCC)C([O-])=O,Enzymes,Histone Deacetylases,Non-selective HDACs,Histone deacetylase inhibitor,"Histone deacetylase inhibitor (IC50 = 400 muM) that exhibits anticancer, anti-inflammatory and neuroprotective effects. Displays anticonvulsive activity via an increase in GABA levels and decreases Abeta production in animal models of Alzheimer's disease. Also attenuates NMDA-mediated excitation, blocks voltage-gated Na+ channels and modulates firing of neurons. Enables induction of pluripotent stem cells from somatic cells by Oct4 and Sox2. Can induce autophagy by inhibiting inositol synthesis.",166.19
Valsartan,[137862-53-4],CC(C)[C@@H]([C@@](O)=O)N(C(CCCC)=O)CC(C=C3)=CC=C3C1=CC=CC=C1C2=NN=NN2,7-TM Receptors,Peptide Receptors,Angiotensin Receptors,"High affinity, selective AT1 antagonist","High affinity AT1 receptor antagonist (Ki = 2.38 nM). Displays 30,000-fold selectivity over AT2 receptors. Inhibits angiotensin II-induced release of aldosterone in vitro. Orally active.",435.52
Vatalanib succinate,[212142-18-2],ClC(C=C1)=CC=C1NC2=NN=C(CC3=CC=NC=C3)C4=CC=CC=C42.OC(CCC(O)=O)=O,Enzyme-Linked Receptors,Receptor Tyrosine Kinases (RTKs),VEGFR,Potent VEGFR inhibitor; also aromatase inhibitor,"Potent VEGFR inhibitor (IC50 values are 37 and 77 nM for VEGFR-2 and -1, respectively). Inhibits proliferation, migration and survival of HUVECs in vitro and inhibits growth, vascularization and metastasis of tumors expressing VEGFR in mouse models. Also inhibits PDGFR-beta, c-Kit and c-Fms. Potent aromatase inhibitor (IC50 = 50 nM). Orally available.",464.9
